path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/elektrotechnik/daten-und-signale/messgeraete-und-messgroessen/ueberblick/grundlagen-messgeraete-und-messgroessen.md,elektrotechnik,Daten und Signale,daten-und-signale > messgeraete-und-messgroessen > ueberblick,Grundlagen: Messgeräte und Messgrößen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/messen-und-messgroessen.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
src/content/articles/elektrotechnik/elektronik/kirchhoffsche-regeln/ueberblick/grundlagen-kirchhoffsche-regeln.md,elektrotechnik,Elektronik,elektronik > kirchhoffsche-regeln > ueberblick,Grundlagen: Kirchhoffsche Regeln,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/kirchhoffsche-regeln.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
src/content/articles/elektrotechnik/elektronik/reihen-und-parallelschaltung/ueberblick/grundlagen-reihen-und-parallelschaltung.md,elektrotechnik,Elektronik,elektronik > reihen-und-parallelschaltung > ueberblick,Grundlagen: Reihen- und Parallelschaltung,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/reihen-und-parallelschaltung.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
src/content/articles/elektrotechnik/praxis/spannung-und-strom-richtig-messen/ueberblick/grundlagen-spannung-und-strom-richtig-messen.md,elektrotechnik,Praxis,praxis > spannung-und-strom-richtig-messen > ueberblick,Grundlagen: Spannung und Strom richtig messen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/spannungsmessung-strommessung.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
src/content/articles/elektrotechnik/praxis/spannungsteiler/ueberblick/grundlagen-spannungsteiler.md,elektrotechnik,Praxis,praxis > spannungsteiler > ueberblick,Grundlagen: Spannungsteiler,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/spannungsteiler.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
src/content/articles/elektrotechnik/praxis/ueberblick/grundlagen-elektrotechnik-praxis.md,elektrotechnik,Praxis,praxis > ueberblick,Grundlagen: Elektrotechnik-Praxis,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v178/elektrotechnik-praxis.svg,,not_needed,not_needed,open,not_needed,open,open,partial,open,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,partial,yes,yes,yes,open,low,high,review,review_after_import,v178: neue allgemeine Überblicksseite mit didaktischem SVG; nach Import fachlich gegen Navigation prüfen.
public/images/overviews/v178/messen-und-messgroessen.svg,elektrotechnik,Illustrationen,v178 > messen-und-messgroessen.svg,Messen und Messgrößen,illustration,einfach,partial,improve,open,yes,,svg,ok,ok,open,open,open,open,partial,open,yes,yes,yes,partial,yes,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,partial,partial,partial,partial,partial,partial,partial,not_applicable,not_applicable,yes,open,low,medium,review_image_fit,review_after_import,v178 SVG für Elektrotechnik-Überblicksseiten; Bildnutzen nach Sichtprüfung bestätigen.
public/images/overviews/v178/kirchhoffsche-regeln.svg,elektrotechnik,Illustrationen,v178 > kirchhoffsche-regeln.svg,Kirchhoffsche Regeln,illustration,einfach,partial,improve,open,yes,,svg,ok,ok,open,open,open,open,partial,open,yes,yes,yes,partial,yes,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,partial,partial,partial,partial,partial,partial,partial,not_applicable,not_applicable,yes,open,low,medium,review_image_fit,review_after_import,v178 SVG für Elektrotechnik-Überblicksseiten; Bildnutzen nach Sichtprüfung bestätigen.
public/images/overviews/v178/reihen-und-parallelschaltung.svg,elektrotechnik,Illustrationen,v178 > reihen-und-parallelschaltung.svg,Reihe und Parallel,illustration,einfach,partial,improve,open,yes,,svg,ok,ok,open,open,open,open,partial,open,yes,yes,yes,partial,yes,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,partial,partial,partial,partial,partial,partial,partial,not_applicable,not_applicable,yes,open,low,medium,review_image_fit,review_after_import,v178 SVG für Elektrotechnik-Überblicksseiten; Bildnutzen nach Sichtprüfung bestätigen.
public/images/overviews/v178/spannungsmessung-strommessung.svg,elektrotechnik,Illustrationen,v178 > spannungsmessung-strommessung.svg,Spannung und Strom messen,illustration,einfach,partial,improve,open,yes,,svg,ok,ok,open,open,open,open,partial,open,yes,yes,yes,partial,yes,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,partial,partial,partial,partial,partial,partial,partial,not_applicable,not_applicable,yes,open,low,medium,review_image_fit,review_after_import,v178 SVG für Elektrotechnik-Überblicksseiten; Bildnutzen nach Sichtprüfung bestätigen.
