path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/informatik/algorithmen-klein-begruenden/rekursion-und-abbruch/ueberblick/grundlagen-rekursion-und-abbruch.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Grundlagen: Rekursion und Abbruch,article,mittel,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v183/informatik-rekursion-und-abbruch.svg,svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,yes,yes,yes,yes,yes,open,medium,high,review,content_review,Überblicksseite mit didaktischem SVG ergänzt/überarbeitet.
public/images/overviews/v183/informatik-rekursion-und-abbruch.svg,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Schaubild: Rekursion und Abbruch,illustration,mittel,partial,improve,not_applicable,yes,/schlaufuchs-platform/images/overviews/v183/informatik-rekursion-und-abbruch.svg,svg,ok,structure_or_process,not_applicable,not_applicable,,,partial,no,yes,yes,yes,partial,partial,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Didaktisches SVG für Informatik-Überblicksseite.
src/content/exercises/informatik/algorithmen-klein-begruenden/rekursion-und-abbruch/rekursion-und-abbruch-ruhig-einordnen-v183.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Rekursion und Abbruch ruhig-einordnen,exercise,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Aufgabe; Lösung im selben Block vorhanden.
src/content/solutions/informatik/algorithmen-klein-begruenden/rekursion-und-abbruch/rekursion-und-abbruch-ruhig-einordnen-v183-loesung.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Lösung – Rekursion und Abbruch ruhig-einordnen,solution,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Lösung zur neuen Aufgabe; relatedExercise gesetzt.
src/content/exercises/informatik/algorithmen-klein-begruenden/rekursion-und-abbruch/rekursion-und-abbruch-anwenden-und-pruefen-v183.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Rekursion und Abbruch anwenden-und-pruefen,exercise,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Aufgabe; Lösung im selben Block vorhanden.
src/content/solutions/informatik/algorithmen-klein-begruenden/rekursion-und-abbruch/rekursion-und-abbruch-anwenden-und-pruefen-v183-loesung.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/rekursion-und-abbruch,Lösung – Rekursion und Abbruch anwenden-und-pruefen,solution,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Lösung zur neuen Aufgabe; relatedExercise gesetzt.
src/content/articles/informatik/algorithmen-klein-begruenden/sortieren-und-invariante/ueberblick/grundlagen-sortieren-und-invariante.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/sortieren-und-invariante,Grundlagen: Sortieren und Invarianten,article,mittel,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v183/informatik-sortieren-und-invariante.svg,svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,yes,yes,yes,yes,yes,open,medium,high,review,content_review,Überblicksseite mit didaktischem SVG ergänzt/überarbeitet.
public/images/overviews/v183/informatik-sortieren-und-invariante.svg,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/sortieren-und-invariante,Schaubild: Sortieren und Invarianten,illustration,mittel,partial,improve,not_applicable,yes,/schlaufuchs-platform/images/overviews/v183/informatik-sortieren-und-invariante.svg,svg,ok,structure_or_process,not_applicable,not_applicable,,,partial,no,yes,yes,yes,partial,partial,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Didaktisches SVG für Informatik-Überblicksseite.
src/content/exercises/informatik/algorithmen-klein-begruenden/sortieren-und-invariante/sortieren-und-invariante-ruhig-einordnen-v183.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/sortieren-und-invariante,Sortieren und Invarianten ruhig-einordnen,exercise,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Aufgabe; Lösung im selben Block vorhanden.
src/content/solutions/informatik/algorithmen-klein-begruenden/sortieren-und-invariante/sortieren-und-invariante-ruhig-einordnen-v183-loesung.md,informatik,Algorithmen klein begründen,informatik/algorithmen-klein-begruenden/sortieren-und-invariante,Lösung – Sortieren und Invarianten ruhig-einordnen,solution,mittel,partial,improve,yes,not_applicable,,,not_needed,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,not_applicable,not_applicable,not_applicable,yes,ok,ok,ok,ok,yes,not_applicable,not_applicable,yes,yes,open,medium,high,review,content_review,Neue Lösung zur neuen Aufgabe; relatedExercise gesetzt.
