path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/elektrotechnik/stromversorgung-und-schutz/entkopplung-und-stuetzelkos/ueberblick/grundlagen-entkopplung-und-stuetzelkos.md,elektrotechnik,Stromversorgung und Schutz,stromversorgung-und-schutz/entkopplung-und-stuetzelkos/ueberblick,Grundlagen: Entkopplung und Stützkondensatoren,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/entkopplung-und-stuetzelkos.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/stromversorgung-und-schutz/sicherungen-und-strombegrenzung/ueberblick/grundlagen-sicherungen-und-strombegrenzung.md,elektrotechnik,Stromversorgung und Schutz,stromversorgung-und-schutz/sicherungen-und-strombegrenzung/ueberblick,Grundlagen: Sicherungen und Strombegrenzung,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/sicherungen-und-strombegrenzung.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/stromversorgung-und-schutz/verpolschutz-und-schutzdioden/ueberblick/grundlagen-verpolschutz-und-schutzdioden.md,elektrotechnik,Stromversorgung und Schutz,stromversorgung-und-schutz/verpolschutz-und-schutzdioden/ueberblick,Grundlagen: Verpolschutz und Schutzdioden,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/verpolschutz-und-schutzdioden.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/schaltungen/induktive-lasten-und-freilaufdioden/ueberblick/grundlagen-induktive-lasten-und-freilaufdioden.md,elektrotechnik,Schaltungen,schaltungen/induktive-lasten-und-freilaufdioden/ueberblick,Grundlagen: Induktive Lasten und Freilaufdioden,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/induktive-lasten-und-freilaufdioden.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/digitale-eingaenge-und-ausgaenge/pegelwandler-und-logikspannungen/ueberblick/grundlagen-pegelwandler-und-logikspannungen.md,elektrotechnik,Digitale Eingänge und Ausgänge,digitale-eingaenge-und-ausgaenge/pegelwandler-und-logikspannungen/ueberblick,Grundlagen: Pegelwandler und Logikspannungen,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/pegelwandler-und-logikspannungen.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/reset-watchdog-und-brownout/ueberblick/grundlagen-reset-watchdog-und-brownout.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega/reset-watchdog-und-brownout/ueberblick,"Grundlagen: Reset, Watchdog und Brown-out",article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/reset-watchdog-und-brownout.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/schaltungen/massefuehrung-und-stoerungen/ueberblick/grundlagen-massefuehrung-und-stoerungen.md,elektrotechnik,Schaltungen,schaltungen/massefuehrung-und-stoerungen/ueberblick,Grundlagen: Masseführung und Störungen,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/massefuehrung-und-stoerungen.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/praxis/oszilloskop-und-tastkopf/ueberblick/grundlagen-oszilloskop-und-tastkopf.md,elektrotechnik,Praxis,praxis/oszilloskop-und-tastkopf/ueberblick,Grundlagen: Oszilloskop und Tastkopf,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/oszilloskop-und-tastkopf.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/interrupts-und-isr/ueberblick/grundlagen-interrupts-und-isr.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega/interrupts-und-isr/ueberblick,Grundlagen: Interrupts und ISR,article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/interrupts-und-isr.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/schnittstellen-und-busse/i2c-spi-uart-fehlersuche/ueberblick/grundlagen-i2c-spi-uart-fehlersuche.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega/schnittstellen-und-busse/i2c-spi-uart-fehlersuche/ueberblick,"Grundlagen: I2C, SPI und UART in der Fehlersuche",article,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v181/i2c-spi-uart-fehlersuche.svg,svg,ok,Struktur-/Prüfablaufbild zum Überblick,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,partial,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,yes,yes,yes,yes,yes,partial,medium,high,review_after_import,manual_review,"v181: neue ruhige Überblicksseite mit Bild, Aufgaben und Lösungen."
