path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/linux/shell-und-terminal/shell-und-terminal/ueberblick/grundlagen-shell-und-terminal-v186.md,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Grundlagen: Shell und Terminal,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/shell-und-terminal.svg,svg,ok,structure/process overview,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,ok,ok,ok,improve,partial,yes,yes,yes,yes,not_checked,medium,medium,review,review_and_integrate,"v186 Linux-Sanierungsblock: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
public/images/overviews/v186/shell-und-terminal.svg,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Shell und Terminal,illustration,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/shell-und-terminal.svg,svg,ok,structure/process overview,not_applicable,not_applicable,,,partial,no,yes,yes,yes,partial,yes,,,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_image,review_and_integrate,Didaktisches SVG für Linux-Überblicksseite.
src/content/exercises/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-ruhig-einordnen-v186.md,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Shell und Terminal – ruhig einordnen,exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-ruhig-einordnen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-ruhig-einordnen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Lösung – Shell und Terminal – ruhig einordnen,solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-ruhig-einordnen-v186.md
src/content/exercises/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-anwenden-und-pruefen-v186.md,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Shell und Terminal – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-anwenden-und-pruefen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-anwenden-und-pruefen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > shell-und-terminal,Lösung – Shell und Terminal – anwenden und prüfen,solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/shell-und-terminal/shell-und-terminal-anwenden-und-pruefen-v186.md
src/content/articles/linux/shell-und-terminal/befehle-optionen-und-argumente/ueberblick/grundlagen-befehle-optionen-und-argumente-v186.md,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Grundlagen: Befehle, Optionen und Argumente",article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/befehle-optionen-und-argumente.svg,svg,ok,structure/process overview,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,ok,ok,ok,improve,partial,yes,yes,yes,yes,not_checked,medium,medium,review,review_and_integrate,"v186 Linux-Sanierungsblock: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
public/images/overviews/v186/befehle-optionen-und-argumente.svg,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Befehle, Optionen und Argumente",illustration,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/befehle-optionen-und-argumente.svg,svg,ok,structure/process overview,not_applicable,not_applicable,,,partial,no,yes,yes,yes,partial,yes,,,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_image,review_and_integrate,Didaktisches SVG für Linux-Überblicksseite.
src/content/exercises/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-ruhig-einordnen-v186.md,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Befehle, Optionen und Argumente – ruhig einordnen",exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-ruhig-einordnen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-ruhig-einordnen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Lösung – Befehle, Optionen und Argumente – ruhig einordnen",solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-ruhig-einordnen-v186.md
src/content/exercises/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-anwenden-und-pruefen-v186.md,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Befehle, Optionen und Argumente – anwenden und prüfen",exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-anwenden-und-pruefen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-anwenden-und-pruefen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > befehle-optionen-und-argumente,"Lösung – Befehle, Optionen und Argumente – anwenden und prüfen",solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/befehle-optionen-und-argumente/befehle-optionen-und-argumente-anwenden-und-pruefen-v186.md
src/content/articles/linux/shell-und-terminal/pfade-und-navigation/ueberblick/grundlagen-pfade-und-navigation-v186.md,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Grundlagen: Pfade und Navigation,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/pfade-und-navigation.svg,svg,ok,structure/process overview,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,ok,ok,ok,improve,partial,yes,yes,yes,yes,not_checked,medium,medium,review,review_and_integrate,"v186 Linux-Sanierungsblock: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
public/images/overviews/v186/pfade-und-navigation.svg,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Pfade und Navigation,illustration,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/pfade-und-navigation.svg,svg,ok,structure/process overview,not_applicable,not_applicable,,,partial,no,yes,yes,yes,partial,yes,,,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_image,review_and_integrate,Didaktisches SVG für Linux-Überblicksseite.
src/content/exercises/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-ruhig-einordnen-v186.md,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Pfade und Navigation – ruhig einordnen,exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-ruhig-einordnen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-ruhig-einordnen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Lösung – Pfade und Navigation – ruhig einordnen,solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-ruhig-einordnen-v186.md
src/content/exercises/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-anwenden-und-pruefen-v186.md,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Pfade und Navigation – anwenden und prüfen,exercise,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_exercise,review_and_integrate,Neue Aufgabe mit direkter Lösung: src/content/solutions/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-anwenden-und-pruefen-v186-loesung.md
src/content/solutions/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-anwenden-und-pruefen-v186-loesung.md,linux,shell-und-terminal,shell-und-terminal > pfade-und-navigation,Lösung – Pfade und Navigation – anwenden und prüfen,solution,einfach,partial,improve,yes,not_applicable,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,ok,ok,ok,improve,partial,,,yes,yes,not_checked,medium,medium,review_solution,review_and_integrate,Lösung verlinkt auf src/content/exercises/linux/shell-und-terminal/pfade-und-navigation/pfade-und-navigation-anwenden-und-pruefen-v186.md
src/content/articles/linux/shell-und-terminal/dateien-lesen-und-filtern/ueberblick/grundlagen-dateien-lesen-und-filtern-v186.md,linux,shell-und-terminal,shell-und-terminal > dateien-lesen-und-filtern,Grundlagen: Dateien lesen und filtern,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v186/dateien-lesen-und-filtern.svg,svg,ok,structure/process overview,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,ok,ok,ok,improve,partial,yes,yes,yes,yes,not_checked,medium,medium,review,review_and_integrate,"v186 Linux-Sanierungsblock: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
