path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/adc-und-sensorwerte/ueberblick/grundlagen-adc-und-sensorwerte.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega > adc-und-sensorwerte > ueberblick,Grundlagen: ADC und Sensorwerte,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/adc-und-sensorwerte.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/pwm-und-ausgaenge/ueberblick/grundlagen-pwm-und-ausgaenge.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega > pwm-und-ausgaenge > ueberblick,Grundlagen: PWM und Ausgänge,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/pwm-und-ausgaenge.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/register-und-bitmasken/pinregister-ruhig-lesen/ueberblick/grundlagen-pinregister-ruhig-lesen.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega > register-und-bitmasken > pinregister-ruhig-lesen > ueberblick,Grundlagen: Pinregister ruhig lesen,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/pinregister-ruhig-lesen.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
src/content/articles/elektrotechnik/mikrocontroller-und-atmega/schnittstellen-und-busse/uart-i2c-spi-vergleichen/ueberblick/grundlagen-uart-i2c-spi-vergleichen.md,elektrotechnik,Mikrocontroller und ATmega,mikrocontroller-und-atmega > schnittstellen-und-busse > uart-i2c-spi-vergleichen > ueberblick,"Grundlagen: UART, I2C und SPI vergleichen",article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/uart-i2c-spi-vergleichen.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
src/content/articles/elektrotechnik/bauteile/transistoren-und-mosfets/ueberblick/grundlagen-transistoren-und-mosfets.md,elektrotechnik,Bauteile,bauteile > transistoren-und-mosfets > ueberblick,Grundlagen: Transistoren und MOSFETs,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/transistoren-und-mosfets.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
src/content/articles/elektrotechnik/schaltungen/kondensator-rc-verhalten/ueberblick/grundlagen-kondensator-rc-verhalten.md,elektrotechnik,Schaltungen,schaltungen > kondensator-rc-verhalten > ueberblick,Grundlagen: Kondensator und RC-Verhalten,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v180/kondensator-rc-verhalten.svg,overview_svg,ok,structure_or_process,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,yes,ok,ok,ok,ok,partial,partial,yes,yes,yes,ok,low,medium,review_after_insert,content_review,v180: neue ruhige Überblicksseite mit Bild und zugehörigen Aufgaben/Lösungen
public/images/overviews/v180/adc-und-sensorwerte.svg,elektrotechnik,visuals,v180 overview images,adc-und-sensorwerte,illustration,einfach,partial,improve,,yes,public/images/overviews/v180/adc-und-sensorwerte.svg,overview_svg,ok,structure_or_process,,,,,partial,no,yes,yes,yes,partial,yes,,,,,,,ok,ok,ok,ok,partial,partial,,yes,yes,ok,low,medium,verify_image_fit,image_review,v180: didaktisches SVG für Elektrotechnik-Überblicksseite
public/images/overviews/v180/pwm-und-ausgaenge.svg,elektrotechnik,visuals,v180 overview images,pwm-und-ausgaenge,illustration,einfach,partial,improve,,yes,public/images/overviews/v180/pwm-und-ausgaenge.svg,overview_svg,ok,structure_or_process,,,,,partial,no,yes,yes,yes,partial,yes,,,,,,,ok,ok,ok,ok,partial,partial,,yes,yes,ok,low,medium,verify_image_fit,image_review,v180: didaktisches SVG für Elektrotechnik-Überblicksseite
public/images/overviews/v180/pinregister-ruhig-lesen.svg,elektrotechnik,visuals,v180 overview images,pinregister-ruhig-lesen,illustration,einfach,partial,improve,,yes,public/images/overviews/v180/pinregister-ruhig-lesen.svg,overview_svg,ok,structure_or_process,,,,,partial,no,yes,yes,yes,partial,yes,,,,,,,ok,ok,ok,ok,partial,partial,,yes,yes,ok,low,medium,verify_image_fit,image_review,v180: didaktisches SVG für Elektrotechnik-Überblicksseite
public/images/overviews/v180/uart-i2c-spi-vergleichen.svg,elektrotechnik,visuals,v180 overview images,uart-i2c-spi-vergleichen,illustration,einfach,partial,improve,,yes,public/images/overviews/v180/uart-i2c-spi-vergleichen.svg,overview_svg,ok,structure_or_process,,,,,partial,no,yes,yes,yes,partial,yes,,,,,,,ok,ok,ok,ok,partial,partial,,yes,yes,ok,low,medium,verify_image_fit,image_review,v180: didaktisches SVG für Elektrotechnik-Überblicksseite
