path,subject,section,topic_path,title,content_type,level,checked,quality_status,has_article,has_image,image_paths,image_type,image_quality,image_didactic_value,has_exercises,has_solutions,exercise_link_ok,solution_link_ok,placement_ok,needs_subtopics,umlauts_ok,no_mojibake,no_dev_artifacts,no_unnecessary_info,no_duplicates,frontmatter_ok,tags_ok,learning_goals_ok,common_mistakes_ok,key_takeaways_ok,navigation_topic_path_ok,reading_quality,structure_quality,language_quality,didactic_depth,examples_ok,misconceptions_ok,abgrenzung_ok,einstieg_ok,niveau_ok,aktualitaet_ok,redundancy_risk,priority,next_action,recommended_fix_type,notes
src/content/articles/informatik/abstraktion-und-modelle/ueberblick/grundlagen-abstraktion-und-modelle.md,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Grundlagen: Abstraktion und Modelle,article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v184/abstraktion-und-modelle.svg,svg,ok,ok,yes,yes,partial,,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,yes,yes,yes,yes,partial,low,medium,review_content,content_review,"v184 Informatik-Sanierung: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
public/images/overviews/v184/abstraktion-und-modelle.svg,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Abstraktion als Modellbildung,illustration,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v184/abstraktion-und-modelle.svg,svg,ok,ok,no,no,partial,,partial,no,yes,yes,yes,partial,yes,,,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,low,review_image_use,content_review,v184 didaktisches SVG für Informatik-Überblick.
src/content/exercises/informatik/abstraktion-und-modelle/abstraktion-und-modelle-ruhig-einordnen-v184.md,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Abstraktion und Modelle – Ruhig einordnen,exercise,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,partial,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_task,content_review,v184 neue Aufgabe; passende Lösung im selben Paket enthalten.
src/content/solutions/informatik/abstraktion-und-modelle/abstraktion-und-modelle-ruhig-einordnen-v184-loesung.md,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Lösung – Abstraktion und Modelle – Ruhig einordnen,solution,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_solution,content_review,v184 Lösung direkt zur neuen Aufgabe.
src/content/exercises/informatik/abstraktion-und-modelle/abstraktion-und-modelle-anwenden-und-pruefen-v184.md,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Abstraktion und Modelle – Anwenden und prüfen,exercise,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,partial,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_task,content_review,v184 neue Aufgabe; passende Lösung im selben Paket enthalten.
src/content/solutions/informatik/abstraktion-und-modelle/abstraktion-und-modelle-anwenden-und-pruefen-v184-loesung.md,informatik,abstraktion-und-modelle,abstraktion-und-modelle,Lösung – Abstraktion und Modelle – Anwenden und prüfen,solution,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_solution,content_review,v184 Lösung direkt zur neuen Aufgabe.
src/content/articles/informatik/programmablauf-und-steuerung/eingabe-verarbeitung-ausgabe/ueberblick/grundlagen-eingabe-verarbeitung-ausgabe.md,informatik,programmablauf-und-steuerung,programmablauf-und-steuerung > eingabe-verarbeitung-ausgabe,"Grundlagen: Eingabe, Verarbeitung und Ausgabe",article,einfach,partial,improve,yes,yes,/schlaufuchs-platform/images/overviews/v184/eingabe-verarbeitung-ausgabe.svg,svg,ok,ok,yes,yes,partial,,partial,no,yes,yes,yes,partial,yes,yes,yes,yes,yes,yes,partial,partial,partial,partial,partial,partial,yes,yes,yes,yes,partial,low,medium,review_content,content_review,"v184 Informatik-Sanierung: Überblick mit Bild, Aufgaben und Lösungen ergänzt."
public/images/overviews/v184/eingabe-verarbeitung-ausgabe.svg,informatik,programmablauf-und-steuerung,programmablauf-und-steuerung > eingabe-verarbeitung-ausgabe,EVA-Prinzip als Datenfluss,illustration,einfach,partial,open,yes,yes,/schlaufuchs-platform/images/overviews/v184/eingabe-verarbeitung-ausgabe.svg,svg,ok,ok,no,no,partial,,partial,no,yes,yes,yes,partial,yes,,,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,low,review_image_use,content_review,v184 didaktisches SVG für Informatik-Überblick.
src/content/exercises/informatik/programmablauf-und-steuerung/eingabe-verarbeitung-ausgabe/eingabe-verarbeitung-ausgabe-ruhig-einordnen-v184.md,informatik,programmablauf-und-steuerung,programmablauf-und-steuerung > eingabe-verarbeitung-ausgabe,"Eingabe, Verarbeitung und Ausgabe – Ruhig einordnen",exercise,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,partial,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_task,content_review,v184 neue Aufgabe; passende Lösung im selben Paket enthalten.
src/content/solutions/informatik/programmablauf-und-steuerung/eingabe-verarbeitung-ausgabe/eingabe-verarbeitung-ausgabe-ruhig-einordnen-v184-loesung.md,informatik,programmablauf-und-steuerung,programmablauf-und-steuerung > eingabe-verarbeitung-ausgabe,"Lösung – Eingabe, Verarbeitung und Ausgabe – Ruhig einordnen",solution,einfach,partial,improve,yes,no,,,none,,yes,yes,yes,yes,partial,no,yes,yes,yes,partial,yes,yes,yes,,,,partial,partial,partial,partial,partial,partial,partial,,,yes,partial,low,medium,review_solution,content_review,v184 Lösung direkt zur neuen Aufgabe.
